precio,superficie_total,superficie_util,dormitorios,banos,estacionamientos,tipo
5500,1170,94,3,2,3,Casa
16199,800,138,4,2,0,Casa
11000,6000,320,5,4,0,Casa
5900,600,105,4,2,3,Casa
55000,38000,700,11,8,20,Casa
15800,5245,371,7,7,6,Casa
6980,5000,80,2,2,4,Casa
14710.1608,1200,300,6,6,4,Casa
6900,600,100,3,3,3,Casa
15037.05326,1150,290,6,6,2,Casa
21248.01004,5080,250,4,3,2,Casa
10000,2096,245,5,4,3,Casa
7436,1500,198,4,2,0,Casa
14150,2015,450,4,5,8,Casa
2909.342913,1000,1000,4,2,4,Casa
5500,1170,94,3,2,3,Casa
7742,433,131,4,3,3,Casa
13950,340,80,4,2,3,Casa
7000,510,100,3,2,6,Casa
5990,790,90,2,2,2,Casa
5860,265,100,4,2,3,Casa
8500,300,152,5,4,2,Casa
7683,630,120,3,2,0,Casa
12400,425,184,5,5,0,Casa
9900,500,100,4,3,1,Casa
6700,90,695,4,2,2,Casa
25000,1120,166,5,3,10,Casa
8100,225,100,4,2,3,Casa
8000,254.6,99.5,4,2,0,Casa
11990,374,205,8,6,0,Casa
7518.52663,500,90,3,3,5,Casa
7500,150,100,5,2,1,Casa
8900,225,100,4,2,1,Casa
9450,300,175,4,3,1,Casa
16715,850,170,6,3,2,Casa
25000,1120,150,4,2,2,Casa
16450,450,210,7,5,4,Casa
7350,500,207,3,1,1,Casa
9500,272,152,5,4,2,Casa
12000,1000,200,3,3,0,Casa
9500,272,152,5,4,2,Casa
9200,300,152,5,4,2,Casa
8500,270,140,4,3,2,Casa
8960,500,160,3,2,2,Casa
25000,1120,1,5,3,8,Casa
9500,272,152,5,4,2,Casa
7845.419092,300,200,9,3,3,Casa
9500,272,152,5,4,2,Casa
8900,254.6,99.5,4,2,0,Casa
8200,400,150,3,3,5,Casa
9500,340,167,4,3,1,Casa
9500,152,152,5,4,2,Casa
7500,120,93.85,2,2,2,Casa
12000,374,205,8,6,0,Casa
12000,374,205,8,6,3,Casa
16715,900,166,2,2,0,Casa
8900,152,152,5,4,2,Casa
13500,602,270,6,4,3,Casa
26200,1000,252,5,3,6,Casa
5180,100,80,2,3,0,Casa
9200,152,152,5,4,1,Casa
8000,264600,99500,4,2,3,Casa
12900,226,139.8,3,3,0,Casa
9000,1000,130,4,3,3,Casa
12000,5000,125,4,3,2,Casa
5557.171857,3750,127,3,2,4,Casa
16500,260,300,6,5,4,Casa
8190,450,155,5,3,4,Casa
21500,5679,288,4,5,3,Casa
20500,5679,346,4,5,0,Casa
19500,5679,380,4,5,0,Casa
2124.801004,303,60,2,1,3,Casa
16600,280,206,5,5,2,Casa
13800,360,160,5,4,3,Casa
3432.04396,960,220,7,4,2,Casa
22500,5625,314,4,4,0,Casa
21500,5625,315,4,4,0,Casa
23000,5625,274,4,4,0,Casa
11000,5000,1300,3,2,0,Casa
26000,1575,1575,14,7,7,Casa
1342,145,80,3,1,0,Casa
8700,590,90,3,2,2,Casa
1634.462311,120,92,3,2,4,Casa
11700,1000,280,4,3,2,Casa
14900,540,200,3,2,0,Casa
7000,600,60,3,1,2,Casa
15200,550,150,7,5,1,Casa
7300,320,120,4,2,2,Casa
10800,1000,140,3,2,4,Casa
13200,1000,140,4,3,3,Casa
10200,1200,160,5,3,0,Casa
3250,1520,100,3,1,0,Casa
9479.881403,600,65,3,1,0,Casa
10500,1010,98,3,2,0,Casa
10500,1300,130,4,3,6,Casa
12500,800,250,5,4,0,Casa
2778.585929,1080,100,3,2,3,Casa
2451.693466,300,71,2,1,2,Casa
9350,320,110,3,2,2,Casa
2909.342913,400,80,3,2,2,Casa
13500,180,139,4,3,2,Casa
9500,600,140,8,4,6,Casa
15300,1120,200,4,3,0,Casa
8800,1050,120,3,3,4,Casa
8350,1020,130,4,3,0,Casa
7000,450,70,3,1,4,Casa
14900,540,200,4,2,2,Casa
9500,300,130,3,3,1,Casa
2713.207436,500,220,4,2,1,Casa
12500,5003,150,5,3,0,Casa
13600,5000,200,4,4,0,Casa
2942.03216,3700,200,3,2,10,Casa
9974,550,140,3,3,4,Casa
10297.11256,360,300,10,6,0,Casa
6449,600,139,3,2,3,Casa
10300,180,140,3,3,1,Casa
10800,1200,140,4,2,2,Casa
5600,600,180,3,3,3,Casa
32000,2090,400,9,6,6,Casa
10000,1014,180,5,4,0,Casa
14300,461,140,4,4,3,Casa
3922.709546,1300,110,2,1,10,Casa
35000,2090,400,7,5,4,Casa
14500,850,300,4,3,0,Casa
13750,180,180,5,5,3,Casa
8490,1000,135,4,4,6,Casa
25500,920,204,5,5,2,Casa
21700,1015,215,5,3,0,Casa
15500,19000,220,4,3,0,Casa
12500,804,140,4,4,0,Casa
6374.403013,310,80,3,2,4,Casa
18900,806,237,5,4,3,Casa
12800,900,188,3,3,2,Casa
13800,360,170,5,4,2,Casa
25000,1100,300,6,5,4,Casa
6100,597,150,5,4,4,Casa
18500,1005,200,5,4,0,Casa
8350,1000,135,4,3,0,Casa
9806.773866,1000,70,3,1,1,Casa
4739.940702,1000,725,3,2,10,Casa
28800,1435,290,4,3,2,Casa
19800,1199,270,5,4,7,Casa
7845.419092,1000,140,3,2,5,Casa
17000,980,240,5,3,5,Casa
12900,900,190,4,3,2,Casa
8190,450,155,5,3,4,Casa
24000,2420,490,6,5,8,Casa
9790,460,140,4,3,1,Casa
8490,1000,130,4,3,8,Casa
15650,5000,290,8,6,8,Casa
12900,870,194,5,4,4,Casa
27000,1928,229,4,3,0,Casa
15650,5000,184,6,4,8,Casa
19800,2450,250,6,4,4,Casa
15000,1500,200,4,3,0,Casa
22000,1050,280,6,5,0,Casa
20900,1003,290,5,6,4,Casa
23999,1710,310,6,5,3,Casa
8350,1000,130,4,3,1,Casa
15000,455,80,4,2,0,Casa
9000,900,230,3,3,4,Casa
29000,1300,400,8,6,2,Casa
27000,1500,430,7,6,6,Casa
15000,1500,200,3,3,4,Casa
18400,900,240,6,5,0,Casa
24500,1140,320,7,6,6,Casa
27500,1550,300,5,5,4,Casa
14800,850,200,5,4,2,Casa
17500,1511,309,4,3,4,Casa
14850,1200,180,4,4,4,Casa
6930,146,150,5,2,0,Casa
14900,750,250,5,4,0,Casa
19800,1511,309,4,3,0,Casa
17900,850,228,4,3,5,Casa
9950,900,275,3,4,3,Casa
12800,870,194,4,4,0,Casa
18000,940,220,5,4,0,Casa
8400,300,130,3,3,1,Casa
16900,240.68,139.88,4,3,3,Casa
17400,1600,340,5,4,6,Casa
1634.462311,500,48,2,1,1,Casa
12000,5000,180,4,3,3,Casa
8350,1000,130,4,3,8,Casa
12500,5003,151,4,2,2,Casa
13200,5000,220,5,4,0,Casa
9800,460,140,4,3,2,Casa
15000,1166,200,4,3,5,Casa
19390,520,300,5,4,2,Casa
10000,10000,240,4,4,0,Casa
15000,1500,200,3,3,7,Casa
29000,1260,400,8,6,0,Casa
11499,450,300,7,6,2,Casa
14000,1500,190,3,3,0,Casa
28800,1435,300,4,3,4,Casa
16900,1600,311,6,4,0,Casa
28800,1400,300,4,3,0,Casa
17000,260,260,6,5,-3,Casa
15590,230,118,4,4,3,Casa
9500,300,130,3,3,0,Casa
18500,806,250,6,5,0,Casa
10700,350,130,3,3,1,Casa
11500,450,300,7,5,5,Casa
13200,800,140,3,3,2,Casa
18900,806,237,5,4,0,Casa
20000,1000,290,5,5,2,Casa
11900,450,290,4,4,2,Casa
15000,1500,200,3,3,3,Casa
23300,1500,450,8,7,6,Casa
10000,1000,140,4,3,0,Casa
24000,1000,400,5,5,4,Casa
10000,900,275,3,4,3,Casa
13500,180,180,5,4,2,Casa
23300,1100,450,7,5,0,Casa
15000,1500,190,3,3,0,Casa
18900,1005,200,5,4,0,Casa
13500,1100,280,5,4,4,Casa
23900,384,217,5,4,7,Casa
10500,1300,130,4,3,1,Casa
14900,240,120,4,4,0,Casa
14500,1800,175,5,3,0,Casa
18900,5000,200,4,3,4,Casa
37499,1.232,283.02,5,4,6,Casa
13500,140,130,5,4,2,Casa
18500,850,270,6,5,4,Casa
18100,1000,330,5,4,0,Casa
16500,253,223,5,5,3,Casa
13800,380,160,5,4,3,Casa
14800,850,200,5,4,0,Casa
12500,1600,140,5,4,2,Casa
16000,1500,200,3,3,10,Casa
9500,1700,120,3,3,-6,Casa
24000,1174,324,4,4,5,Casa
17500,1511,309,5,4,4,Casa
29900,1200,420,6,5,0,Casa
14000,1600,168,3,3,4,Casa
12000,1100,170,5,3,4,Casa
31000,1600,500,3,2,0,Casa
14000,1600,168,4,3,4,Casa
15000,1500,200,4,3,4,Casa
18500,800,230,6,5,0,Casa
13500,600,420,7,7,5,Casa
14000,1600,168,3,3,6,Casa
13500,620,470,9,11,8,Casa
15650,5000,259,7,5,0,Casa
23300,1500,420,7,6,0,Casa
19300,450,450,5,6,2,Casa
24900,1588,300,5,5,0,Casa
18500,1000,200,4,3,3,Casa
14900,240,118,4,4,0,Casa
8900,1000,130,4,4,0,Casa
18800,1500,309,4,4,6,Casa
21000,930,360,5,5,0,Casa
12900,5000,170,4,3,0,Casa
18500,806,250,6,5,0,Casa
14000,20000,220,4,3,0,Casa
18000,1100,1000,6,7,6,Casa
27400,1550,300,5,5,0,Casa
5910,1000,120,3,2,4,Casa
29900,1200,420,6,5,7,Casa
8800,1050,190,3,3,3,Casa
3922.709546,1300,120,2,1,0,Casa
18500,800,230,4,3,14,Casa
13390,2400,160,4,3,7,Casa
15000,1500,200,3,3,7,Casa
10000,1000,140,4,3,0,Casa
21500,850,200,4,4,3,Casa
22000,1137,313,6,5,2,Casa
15650,259,5000,7,4,1,Casa
23900,384,217,5,4,5,Casa
18800,1000,320,5,4,2,Casa
18800,1000,320,5,4,2,Casa
7500,270,120,4,2,2,Casa
8800,1050,190,3,3,3,Casa
8400,300,130,4,2,-2,Casa
18500,940,220,5,4,6,Casa
20500,1526,301.7,4,5,4,Casa
23300,1500,443,8,7,8,Casa
17500,1511,309,5,4,4,Casa
19500,1015,300,6,5,0,Casa
19500,1215,191,5,4,6,Casa
23900,385,217,5,4,7,Casa
19500,1000,300,5,4,2,Casa
18000,2400,500,6,7,0,Casa
23300,1500,420,8,7,1,Casa
16900,1600,311,6,4,0,Casa
18800,1000,330,4,4,4,Casa
8800,1050,190,3,3,3,Casa
5100,1560.05,69.94,3,2,3,Casa
16500,1500,300,4,5,4,Casa
13800,360,170,5,4,0,Casa
12800,900,188,3,3,4,Casa
25000,1700,450,8,6,6,Casa
18000,850,240,4,4,4,Casa
14900,850,250,5,4,0,Casa
29000,1260,400,7,5,5,Casa
19800,1000,275,5,5,4,Casa
17000,884,160,4,3,3,Casa
38000,600,580,12,9,8,Casa
18500,5600,160,3,2,0,Casa
8450,1000,135,3,2,4,Casa
10000,1000,130,4,3,3,Casa
22900,1000,250,3,4,0,Casa
28800,1435,290,4,3,0,Casa
16200,5000,250,7,4,9,Casa
22500,5625,307,4,4,4,Casa
14500,847,260,5,4,2,Casa
18900,1005,191,4,3,3,Casa
21500,5625,315,3,4,4,Casa
21500,5625,302,4,4,4,Casa
16900,1600,300,6,3,6,Casa
13500,800,250,4,4,3,Casa
12999,628,471,12,9,8,Casa
21000,993,335,5,4,3,Casa
22500,1630,460,7,7,4,Casa
14700,240,117,4,4,2,Casa
19200,200,114,4,2,3,Casa
20000,1100,220,5,4,4,Casa
22000,1000,275,6,5,5,Casa
18500,806,250,5,4,0,Casa
23000,5625,274,3,5,1,Casa
37000,1300,300,5,4,0,Casa
14900,500,210,4,2,0,Casa
20500,5000,274,3,3,5,Casa
37000,1232,300,5,4,0,Casa
9500,300,300,3,3,1,Casa
14800,840,240,4,3,3,Casa
19800,1000,275,5,5,6,Casa
18800,1000,360,5,5,2,Casa
17950,940,220,5,4,6,Casa
25500,1650,300,3,4,0,Casa
31000,1280,286,5,5,0,Casa
24500,1142,302,7,7,6,Casa
29260,375,420,17,9,6,Casa
33000,2090,400,6,3,6,Casa
14950,1500,200,3,3,0,Casa
37000,1232,283,5,5,4,Casa
11800,600,150,4,2,0,Casa
31000,1280,286,5,5,0,Casa
36850,1200,283,6,5,6,Casa
14500,1800,175,5,4,4,Casa
9000,900,275,3,1,1,Casa
11114.34371,600,300,9,5,0,Casa
16500,980,260,6,4,4,Casa
23000,1110,300,6,6,4,Casa
23000,1110,300,5,6,4,Casa
24000,2420,480,5,7,0,Casa
15000,455,130,5,2,0,Casa
37000,1300,300,5,5,0,Casa
10000,900,220,3,3,2,Casa
18500,800,230,6,5,6,Casa
13900,345,140,4,3,0,Casa
18900,806,237,5,4,2,Casa
12900,900,190,4,4,2,Casa
22500,5000,188,3,3,3,Casa
20500,5000,189,3,3,3,Casa
27785.85929,370,400,14,8,3,Casa
18500,806,250,6,6,0,Casa
14500,1000,200,4,4,3,Casa
27500,1550,300,5,5,7,Casa
13800,360,170,5,4,3,Casa
21500,5679,314,4,4,4,Casa
22000,1137,313,6,6,5,Casa
19300,468,300,5,5,3,Casa
13900,360,160,4,4,3,Casa
22500,5625,274.03,4,5,2,Casa
10000,900,275,3,4,3,Casa
20000,1016,230,5,3,0,Casa
20500,5600,343.59,4,5,2,Casa
21500,5679,343,4,5,4,Casa
28200,3500,350,25,15,0,Casa
12900,5003,154,3,2,0,Casa
24900,1650,300,4,4,0,Casa
19800,1199,270,5,4,0,Casa
23300,1500,430,7,6,6,Casa
26500,1000,290,6,5,0,Casa
21500,314.76,5625,4,4,2,Casa
12645,6000,180,4,2,1,Casa
10500,1300,130,4,3,3,Casa
21500,5000,192,3,3,3,Casa
23900,217,384,5,4,0,Casa
24200,2500,160,3,1,1,Casa
15000,1500,190,3,3,0,Casa
20500,5623,218,4,4,0,Casa
18900,1000,200,4,3,3,Casa
23500,926,191,4,4,0,Casa
11500,200,136,3,1,3,Casa
19800,850,224,5,1,4,Casa
32000,2090,400,6,4,5,Casa
8100,1000,120,3,3,4,Casa
10000,1000,240,6,4,4,Casa
15650,5000,259,7,5,4,Casa
21500,5679,274,4,4,0,Casa
15000,1500,220,3,3,7,Casa
31000,1300,300,5,4,4,Casa
18800,1000,340,4,3,0,Casa
10000,1000,130,4,3,2,Casa
13900,360,160,4,4,3,Casa
17500,1100,260,7,5,5,Casa
19500,5679,250,4,4,0,Casa
13800,160,360,5,4,3,Casa
18800,1000,360,5,5,2,Casa
1634.462311,500,48,2,1,2,Casa
18800,1511,310,4,3,4,Casa
20000,1055,341,6,6,2,Casa
31000,1575,80,3,1,0,Casa
21500,5600,300,4,3,0,Casa
10500,1010,1,3,2,6,Casa
7100,525,90,3,2,6,Casa
23500,5679,177,4,5,4,Casa
8500,1.1,110,3,2,5,Casa
19800,850,223,5,5,3,Casa
10000,550,120,3,2,2,Casa
1536.394572,1000,120,6,3,1,Casa
13800,380,160,5,4,3,Casa
10200,900,275,3,4,5,Casa
16000,5379,131.43,3,3,10,Casa
7200,450,90,3,2,3,Casa
2207,50.17,50.17,3,1,0,Casa
2026.733266,80,70,4,1,1,Casa
2288.247235,250,140,3,2,2,Casa
19580.85848,630,300,5,3,0,Casa
2843.964421,216.7,90,3,2,1,Casa
2549.761205,160,100,3,1,1,Casa
1961.354773,181,97,4,1,1,Casa
3105.478391,280,100,3,1,3,Casa
2876.653667,150,75,3,2,2,Casa
3138.167637,197,52,3,1,1,Casa
2124.801004,180,70,2,1,1,Casa
2100,94,64,2,1,1,Casa
2124.801004,139,75,2,1,2,Casa
5491.793365,5300,122,3,2,0,Casa
2451.693466,100,80,3,1,0,Casa
6500,400,190,4,3,4,Casa
2811.275175,128,130,3,2,1,Casa
4445.737486,250,150,5,3,2,Casa
2549.761205,171,67,3,2,1,Casa
2451.693466,250,200,7,2,0,Casa
2451.693466,91,89,3,1,0,Casa
4511.115978,349.27,196.5,4,3,2,Casa
8172.311555,3078,120,3,2,0,Casa
2451.693466,112,60,3,2,1,Casa
5884.064319,430,200,3,3,2,Casa
5066.833164,311,124,4,3,2,Casa
4216.912762,235,199.9,4,3,1,Casa
2615.139697,174,117,4,2,2,Casa
4950,260,123,3,3,3,Casa
6701.295475,6100,160,5,4,10,Casa
2255.557989,200,70,3,1,0,Casa
2778.585929,183,94,3,2,1,Casa
3922.709546,300,100,3,3,0,Casa
4739.940702,311,124,3,3,0,Casa
2124.801004,128,85,4,1,0,Casa
8826.096479,674.5,153,5,4,5,Casa
8499.204017,5400,180,3,3,10,Casa
8499.204017,2700,140,4,2,6,Casa
11114.34371,825,449,5,9,2,Casa
10460.55879,947,185,4,2,4,Casa
2876.653667,206,80,3,2,1,Casa
10460.55879,5000,214,3,2,5,Casa
6800,6100,145,5,3,10,Casa
3759.263315,120,70,3,2,1,Casa
12000,5000,256,4,3,9,Casa
3050,286,80,3,2,1,Casa
3595.817084,165.8,99.4,3,1,0,Casa
7164,5102,180,3,3,5,Casa
14710.1608,715,230,5,2,0,Casa
2778.585929,660,130,4,1,2,Casa
4249.602008,160,179,4,3,2,Casa
6637,750,160,3,2,5,Casa
8444,674,153,4,4,4,Casa
3105.478391,127,120,4,3,1,Casa
10460.55879,947,185,4,2,8,Casa
2778.585929,98,94,3,2,1,Casa
8152,5200,85,2,3,25,Casa
7200,655,207,4,2,0,Casa
10200,5600,240,6,3,7,Casa
8499.204017,2700,139,3,2,2,Casa
5631,400,200,3,3,2,Casa
4687,5600,90,2,1,15,Casa
14710.1608,230,230,5,3,0,Casa
8440,2700,139,4,2,8,Casa
19613.54773,630,296,4,2,0,Casa
3922.709546,300,104,3,2,2,Casa
3759.263315,240,85,3,2,1,Casa
2811.275175,128,130,3,2,1,Casa
8261,4900,298,5,4,8,Casa
8172.311555,5000,150,4,2,5,Casa
11400,1000,240,4,2,4,Casa
7191.634168,1490,90,3,2,2,Casa
12000,5000,270,4,3,9,Casa
8519,1500,180,5,2,10,Casa
12000,5000,256,4,3,8,Casa
4576.494471,235,200,4,3,2,Casa
12000,5000,256,4,3,67,Casa
2909.342913,160,110,4,2,2,Casa
3236.235376,500,500,5,1,0,Casa
12000,5000,256,4,3,9,Casa
3759.263315,210,180,2,2,1,Casa
11000,965,375,5,4,8,Casa
13865,1332,200,5,3,4,Casa
12000,5500,260,4,3,8,Casa
12000,5000,256,4,3,9,Casa
7043,655,207,3,1,0,Casa
12000,5077,265,4,3,3,Casa
10460.55879,1226,300,5,3,1,Casa
3759.263315,240,86,3,2,1,Casa
5557.171857,1084,280,4,2,0,Casa
3922.709546,158,138,5,2,2,Casa
9500,580,150,4,3,8,Casa
2124.801004,200,80,3,2,1,Casa
31054.78391,1370,430,14,3,10,Casa
6300,680,140,4,2,0,Casa
7800,1000,70,3,1,2,Casa
16344.62311,12736,468,6,6,1,Casa
11500,3600,112,5,2,0,Casa
16200,5500,320,4,4,3,Casa
3105.478391,130,125,4,3,0,Casa
1699.840803,85,50,2,1,2,Casa
5000,140,99,3,3,2,Casa
15176,1400,244,5,3,4,Casa
3105.478391,120,86.55,4,2,1,Casa
2778.585929,174,117,4,2,2,Casa
3105.478391,300,80,3,1,5,Casa
5890,126.82,120.07,3,3,0,Casa
2916,100,73,3,3,0,Casa
5100,700,55,2,2,5,Casa
3759.263315,200,80,4,2,2,Casa
3360,195,100,4,2,1,Casa
10400,400,195,6,3,2,Casa
14130,1174,280,5,4,2,Casa
3824.641808,150,120,4,3,1,Casa
3775,150,120,4,3,1,Casa
2451.693466,300,126,3,1,1,Casa
6550,226,98,3,2,1,Casa
5066.833164,220,180,5,3,4,Casa
3595.817084,331,110,4,2,4,Casa
6500,220,98,3,2,2,Casa
2778.585929,120,76,3,2,3,Casa
3759.263315,200,80,4,2,2,Casa
7780.0406,450,115,4,2,2,Casa
4413.04824,290,199,9,2,2,Casa
4413.04824,220,110,4,2,2,Casa
3922.709546,210,116,3,3,2,Casa
4413.04824,220,110,4,2,2,Casa
5230.279395,5200,132,4,2,5,Casa
8172.311555,361,115,4,2,5,Casa
6178.267535,900,104,4,1,5,Casa
3105.478391,137,80,3,2,3,Casa
1895.976281,100,65,2,2,2,Casa
2778.585929,95,85,2,2,2,Casa
7158.944922,500,200,4,3,4,Casa
4850,180,90,4,3,1,Casa
2778.585929,110,72,4,2,3,Casa
2778.585929,95,85,2,2,2,Casa
2778.585929,110,85,4,2,2,Casa
4903.386933,355,76,3,1,0,Casa
3105.478391,172,80,4,2,0,Casa
5850,340,138,4,2,0,Casa
4086.155777,200,104,4,3,2,Casa
3595.817084,229,76,4,2,3,Casa
3432.370853,135,81,3,2,2,Casa
3268.924622,210,133,5,2,1,Casa
2484.382713,95,55,3,2,1,Casa
5720.618088,375,115,4,2,0,Casa
5230.279395,360,200,5,3,2,Casa
2980,102.72,79.49,4,2,0,Casa
2820,224,89,3,1,2,Casa
3105.478391,200,59,3,2,0,Casa
6000,304,140,4,4,0,Casa
3105.478391,170,90,2,2,2,Casa
11000,700,190,4,3,2,Casa
4249.602008,100,85,3,2,2,Casa
1503.705326,117,51,2,1,1,Casa
3759.263315,400,112,3,2,0,Casa
16279.24462,1400,366,6,5,2,Casa
3105.478391,100,90,3,2,0,Casa
4576.494471,490,104,4,1,4,Casa
10500,500,246,6,4,0,Casa
5377,510,186,4,3,2,Casa
4100,108,98,3,3,2,Casa
3759.263315,793,168.03,4,3,2,Casa
9152.988941,320,128,3,3,4,Casa
9152.988941,324,107,3,1,4,Casa
6407.092259,500,150,5,4,4,Casa
9000,600,192,4,2,0,Casa
3236.235376,206,134,5,2,1,Casa
3560,260,134,5,2,1,Casa
6537.849244,700,700,4,3,4,Casa
3530.438592,160,118,4,2,1,Casa
7100,200,140,4,2,2,Casa
8826.096479,700,140,5,3,0,Casa
2582.450451,121,80,3,1,1,Casa
4249.602008,180,98,3,3,2,Casa
4000,170,75,3,3,3,Casa
2010.388642,75,70,3,2,1,Casa
7126.255676,668,81.52,3,2,4,Casa
7028.187937,600,140,4,3,3,Casa
2778.585929,168,78,3,2,2,Casa
4576.494471,207,110,4,2,2,Casa
2386.314974,112,50,3,1,2,Casa
4576.494471,490,104,4,1,4,Casa
4249.602008,250,145,5,2,1,Casa
4739.940702,210,192,3,2,3,Casa
2446,115,100,3,2,1,Casa
4903.386933,220,145,4,2,2,Casa
10787.45125,5740,262,6,4,0,Casa
5884.064319,600,120,6,3,0,Casa
3922.709546,150,80,3,2,3,Casa
2938.763235,500,65,3,1,2,Casa
3759.263315,500,120,3,1,0,Casa
4370,564,70,3,2,1,Casa
7550,380,150,3,2,1,Casa
6374.403013,425,105,4,2,3,Casa
2550,68,68,3,3,1,Casa
7700,380,140,4,3,2,Casa
4100,108,98,3,3,2,Casa
5230.279395,140,122,3,3,2,Casa
2680.51819,420,120,4,2,1,Casa
6864.741706,1061,1000,4,2,2,Casa
4100,108,98,3,3,2,Casa
8970,263,162,5,3,2,Casa
4050,150,89,3,3,1,Casa
14130,1174,281,5,4,2,Casa
3105.478391,157,90,3,1,0,Casa
15200,1500,350,8,4,5,Casa
4413.04824,220,110,3,2,3,Casa
8200,1300,100,3,2,0,Casa
5720.618088,389,174,4,2,2,Casa
5132.211656,5593,165,4,2,1,Casa
4739.940702,300,85,3,2,3,Casa
1242.191356,90,50,2,1,0,Casa
11300,5700,262,5,2,6,Casa
9920,6630,229,4,4,3,Casa
5393.725626,357,200,5,3,2,Casa
4270,400,120,3,2,1,Casa
4576.494471,185,150,6,3,1,Casa
8131.449997,361,115,4,2,4,Casa
3268.924622,120,74,3,2,1,Casa
1797.908542,200,50,4,1,2,Casa
12900,590,350,6,5,0,Casa
8500,547,107,4,2,0,Casa
4216.912762,500,200,6,4,2,Casa
2124.801004,80,65,2,1,1,Casa
12750,5000,270,4,3,3,Casa
13300,5000,380,7,5,10,Casa
4543.805224,178,140,5,3,1,Casa
7845.419092,200,145,4,2,2,Casa
10460.55879,689,192,4,3,3,Casa
4576.494471,185,150,6,3,1,Casa
6537.849244,615,145,4,4,1,Casa
3268.924622,2000,80,2,1,6,Casa
5557.171857,678,70,2,2,10,Casa
5250,20000,140,6,3,10,Casa
2190.179497,110,60,3,1,0,Casa
7845.419092,200,145,4,2,2,Casa
4576.494471,490,104,4,1,4,Casa
5884.064319,600,120,4,2,3,Casa
6210.956782,183,114,3,2,3,Casa
13340,617,300,5,4,6,Casa
3759.263315,250,94,3,2,1,Casa
4413.04824,290,199,9,2,3,Casa
7518.52663,440,140,4,3,2,Casa
4850,86,176,4,2,2,Casa
6750,188,141,4,3,2,Casa
2530,120,80,3,2,1,Casa
3955.398792,145,95,3,2,1,Casa
5295.657887,517,120,3,1,3,Casa
14130,1174,280,4,4,0,Casa
8500,547,107,4,2,1,Casa
10900,1520,127,4,2,4,Casa
4370,564,70,3,2,1,Casa
5066.833164,140,123,3,3,2,Casa
5328.347134,140,122,3,3,0,Casa
1895.976281,300,112,2,1,0,Casa
3366.992361,160,69,4,2,1,Casa
14130,1174,1,4,3,2,Casa
5842,256,136,4,2,2,Casa
2124.801004,70,50,4,1,0,Casa
3988.088039,152,98,3,3,2,Casa
13300,5393,349,5,5,5,Casa
2713.207436,150,49,2,1,3,Casa
7000,128,116,3,2,3,Casa
6472.470751,190,140,4,4,4,Casa
7700,380,140,4,3,3,Casa
11300,5740,270,4,4,8,Casa
9806.773866,990,194,3,2,0,Casa
5867.719696,300,150,5,2,0,Casa
3105.478391,311,96,2,1,1,Casa
6500,300,140,3,2,2,Casa
7845.419092,400,140,5,2,2,Casa
5230.279395,600,140,3,1,5,Casa
9744,6000,140,3,2,8,Casa
4151.53427,600,110,4,2,1,Casa
5066.833164,144,144,4,3,1,Casa
5500,200,90,3,2,3,Casa
11441.23618,496,278,5,3,3,Casa
16344.62311,300,170,4,4,5,Casa
14056.37587,5500,420,8,7,10,Casa
6550,226,90,3,2,2,Casa
16000,5400,500,5,4,6,Casa
4674.562209,509,150,6,2,0,Casa
18000,1410,338,5,4,2,Casa
4690.906832,149,90,3,3,2,Casa
7191.634168,320,195,3,2,0,Casa
4462.082109,290,200,9,2,2,Casa
9180,400,100,3,2,2,Casa
4576.167578,355,76,2,1,0,Casa
7158.944922,500,200,4,3,4,Casa
5785.996581,293,149,5,3,2,Casa
9152.988941,1012,157,5,3,2,Casa
9270,263,10,5,3,2,Casa
2386.314974,112.18,50,3,1,0,Casa
7028.187937,287,180,3,3,2,Casa
3268.924622,120,74,3,2,1,Casa
7191.634168,470,270,4,3,0,Casa
3922.709546,240,72,3,1,1,Casa
13300,5700,380,7,5,7,Casa
10787.45125,371,156,5,2,0,Casa
4550,272,102,3,2,3,Casa
10425,689,157,4,3,0,Casa
14130,1174,280.67,5,4,2,Casa
12683.42753,5000,350,7,6,10,Casa
2800,71,56,2,1,2,Casa
13300,5400,350,5,5,15,Casa
4325,250,120,3,3,3,Casa
4000,137,90,3,2,3,Casa
5328.347134,293,149,5,2,2,Casa
12000,6420,215,3,3,4,Casa
9479.881403,6000,140,3,2,12,Casa
6650,260,90,3,2,2,Casa
7191.634168,320,195,5,3,2,Casa
4000,127,91,3,2,2,Casa
9150,400,100,3,2,2,Casa
6123,425,105,4,2,1,Casa
8970,263,170,4,3,6,Casa
12748.80603,6000,300,6,5,10,Casa
8826.096479,700,240,4,3,7,Casa
3988.088039,150,98,3,3,2,Casa
3922.709546,150,80,3,2,3,Casa
4870,510,187,2,2,1,Casa
3236.235376,246,90,3,1,2,Casa
6700,170,130,4,2,0,Casa
3540,160,107,4,2,1,Casa
6047.51055,500,120,2,1,2,Casa
7191.634168,320,195,4,3,1,Casa
6550,225,90,3,2,1,Casa
4100,218,110,4,2,2,Casa
3922.709546,216,94,4,2,2,Casa
9000,1055,257,7,4,1,Casa
3952.129868,250,130,3,2,2,Casa
5700,1425,142,4,1,0,Casa
9479.881403,220,190,4,3,1,Casa
15000,38800,136,4,3,0,Casa
3595.817084,274,117,4,2,3,Casa
7700,350,140,4,3,2,Casa
